"srcip_private","srcip_public","srcip_default","dstip_private","dstip_public","dstip_default","sport_zero","sport_multiplex","sport_echo","sport_discard","sport_daytime","sport_quote","sport_chargen","sport_ftp_data","sport_ftp_control","sport_ssh","sport_telnet","sport_smtp","sport_dns","sport_bootp","sport_gopher","sport_finger","sport_http","sport_kerberos","sport_pop3","sport_nntp","sport_ntp","sport_netbios","sport_imap4","sport_snmp","sport_ldap","sport_https","sport_mds","sport_kpasswd","sport_smtp_ssl","sport_syslog","sport_smtp2","sport_ldaps","sport_cups","sport_imap4_ssl","sport_socks","sport_openvpn","sport_mssql","sport_citrix","sport_oracle","sport_rapservice","sport_msnmessenger","sport_mgc","sport_mysql","sport_metasploit","sport_emule","sport_xmpp","sport_irc","sport_bittorrent","sport_http2","sport_reserved","sport_register","sport_private","dport_zero","dport_multiplex","dport_echo","dport_discard","dport_daytime","dport_quote","dport_chargen","dport_ftp_data","dport_ftp_control","dport_ssh","dport_telnet","dport_smtp","dport_dns","dport_bootp","dport_gopher","dport_finger","dport_http","dport_kerberos","dport_pop3","dport_nntp","dport_ntp","dport_netbios","dport_imap4","dport_snmp","dport_ldap","dport_https","dport_mds","dport_kpasswd","dport_smtp_ssl","dport_syslog","dport_smtp2","dport_ldaps","dport_cups","dport_imap4_ssl","dport_socks","dport_openvpn","dport_mssql","dport_citrix","dport_oracle","dport_rapservice","dport_msnmessenger","dport_mgc","dport_mysql","dport_metasploit","dport_emule","dport_xmpp","dport_irc","dport_bittorrent","dport_http2","dport_reserved","dport_register","dport_private","protocol_tcp","protocol_udp","protocol_icmp","protocol_igmp","protocol_other","tcpflags_URG","tcpflags_ACK","tcpflags_PSH","tcpflags_RST","tcpflags_SYN","tcpflags_FIN","srctos_zero","srctos_192","srctos_other","npackets_verylow","npackets_low","npackets_medium","npackets_high","npackets_veryhigh","nbytes_verylow","nbytes_low","nbytes_medium","nbytes_high","nbytes_veryhigh","label_background","label_analysis","label_backdoor","label_dos","label_exploit","label_fuzzer","label_generic","label_reconnaissance","label_shellcode","label_worm","label_attack","outcome"
2,252,0,2,252,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,184,47,23,0,0,0,0,0,0,0,1,7,0,9,74,0,0,0,31,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,163,70,21,0,0,0,0,254,0,0,0,0,0,137,0,0,0,50,66,113,20,5,19,72,48,108,7,202,3,0,6,16,4,18,5,0,0,52,"label_generic"
0,254,0,0,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191,63,0,0,0,0,0,0,0,0,6,6,0,8,77,0,0,0,36,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,151,86,17,0,0,0,0,254,0,0,0,0,0,161,0,0,0,46,82,86,34,6,26,65,76,79,8,214,5,0,1,4,1,26,3,0,0,40,"label_generic"
0,254,0,0,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202,52,0,0,0,0,0,0,0,0,9,3,0,8,81,0,0,0,23,0,1,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,95,15,0,0,0,0,254,0,0,0,0,0,155,0,0,0,50,81,88,32,3,26,72,65,88,3,220,1,0,0,4,1,26,2,0,0,34,"label_generic"
2,252,0,0,252,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,181,71,2,0,0,0,0,0,0,0,5,2,0,5,72,0,0,0,30,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,143,96,15,0,0,0,0,254,0,0,0,0,0,148,0,0,0,46,93,83,27,5,17,83,74,74,6,220,4,1,0,4,3,18,3,1,0,34,"label_generic"
0,254,0,0,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208,46,0,0,0,0,0,0,0,0,11,1,0,11,91,0,0,0,19,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,151,84,19,0,0,0,0,254,0,0,0,0,0,143,0,0,0,66,70,81,32,5,34,70,64,81,5,206,0,0,1,4,7,35,1,0,0,48,"label_generic"
0,254,0,0,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,34,0,0,0,0,0,0,0,0,4,3,0,7,95,0,0,0,16,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,152,86,16,0,0,0,0,254,0,0,0,0,0,130,0,0,0,81,61,86,23,3,34,81,60,76,3,201,0,0,0,3,11,35,4,0,0,53,"label_generic"
0,254,0,0,254,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,189,44,21,0,0,0,0,0,0,0,5,2,0,4,88,0,0,0,12,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,81,16,0,0,0,0,254,0,0,0,0,0,113,0,0,0,75,60,92,27,0,33,79,53,89,0,187,1,0,7,14,9,34,2,0,0,67,"label_generic"
2,252,0,2,252,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,212,40,2,0,0,0,0,0,0,0,1,3,0,4,114,0,0,0,22,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168,63,23,0,0,0,0,254,0,0,0,0,0,115,0,0,0,104,43,84,23,0,45,82,39,88,0,196,0,0,0,3,6,45,4,0,0,58,"label_generic"
3,251,0,3,251,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,213,37,3,0,0,0,0,0,0,0,3,2,0,10,121,0,0,0,20,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,174,49,31,0,0,0,0,254,0,0,0,0,0,115,0,0,0,92,57,73,24,8,48,86,33,79,8,198,0,0,1,5,5,45,0,0,0,56,"label_generic"
0,254,0,0,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215,39,0,0,0,0,0,0,0,0,2,1,0,6,128,0,0,0,13,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165,66,23,0,0,0,0,254,0,0,0,0,0,105,0,0,0,106,52,76,19,1,50,100,32,70,2,198,0,0,1,1,0,50,2,2,0,56,"label_generic"
0,254,0,0,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211,43,0,0,0,0,0,0,0,0,4,2,0,9,119,0,0,0,15,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,158,82,14,0,0,0,0,254,0,0,0,0,0,128,0,0,0,94,48,85,22,5,49,78,36,85,6,193,0,0,2,7,0,50,2,0,0,61,"label_generic"
4,250,0,2,250,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,215,36,3,0,0,0,0,0,0,0,0,1,0,13,130,0,0,0,22,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181,59,14,0,0,0,0,254,0,0,0,0,0,108,0,0,0,99,49,86,15,5,52,95,13,89,5,196,0,0,1,3,0,52,2,0,0,58,"label_generic"
0,254,0,0,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,214,40,0,0,0,0,0,0,0,0,3,3,0,8,117,0,0,0,14,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164,76,14,0,0,0,0,254,0,0,0,0,0,121,0,0,0,92,50,84,27,1,51,83,37,82,1,196,0,0,1,2,0,51,4,0,0,58,"label_generic"
0,254,0,0,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206,48,0,0,0,0,0,0,0,0,5,3,0,7,109,0,0,0,11,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,74,30,0,0,0,0,254,0,0,0,0,0,128,0,0,0,83,53,85,31,2,34,92,40,86,2,214,0,0,0,4,0,34,2,0,0,40,"label_generic"
1,253,0,1,253,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,186,67,1,0,0,0,0,0,0,0,2,1,0,14,49,0,0,0,30,0,0,0,0,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,120,107,27,0,0,0,0,254,0,0,0,0,0,176,0,0,0,4,87,127,30,6,0,77,46,124,7,241,0,0,2,6,0,1,4,0,0,13,"label_exploit"
2,252,0,2,252,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,188,64,2,0,0,0,0,0,0,0,5,3,0,14,38,0,0,0,22,0,1,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,108,35,0,0,0,0,254,0,0,0,0,0,183,0,0,0,5,85,129,34,1,2,70,61,119,2,237,0,0,1,12,0,0,4,0,0,17,"label_exploit"
59,195,0,59,195,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,144,51,2,0,0,0,0,0,0,0,6,6,0,5,33,0,0,0,23,0,0,0,0,57,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,88,22,0,0,0,0,254,0,0,0,0,0,147,0,0,0,59,68,86,38,3,2,105,48,96,3,247,0,0,0,4,0,1,1,1,0,7,"label_exploit"
6,248,0,4,248,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,181,67,3,0,0,0,0,0,0,0,4,4,0,10,38,0,0,0,27,0,1,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,111,115,28,0,0,0,0,254,0,0,0,0,0,182,0,0,0,3,83,116,40,12,1,72,54,114,13,239,0,0,0,12,0,1,2,0,0,15,"label_exploit"
0,254,0,0,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,180,74,0,0,0,0,0,0,0,0,10,5,0,9,35,0,0,0,20,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,109,116,29,0,0,0,0,254,0,0,0,0,0,200,0,0,0,0,99,105,42,8,0,67,73,106,8,229,0,0,0,11,13,1,0,0,0,25,"label_fuzzer"
0,254,0,0,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193,61,0,0,0,0,0,0,0,0,9,5,0,9,39,0,0,0,26,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,123,101,30,0,0,0,0,254,0,0,0,0,0,191,0,0,0,2,100,111,33,8,0,80,57,107,10,224,0,0,0,14,15,0,1,0,0,30,"label_fuzzer"
1,253,0,1,253,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,197,56,1,0,0,0,0,0,0,0,0,2,0,12,46,0,0,0,31,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,103,31,0,0,0,0,254,0,0,0,0,0,188,0,0,0,1,84,132,33,4,0,80,33,137,4,239,0,0,0,8,0,2,4,1,0,15,"label_exploit"
2,252,0,2,252,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,178,74,2,0,0,0,0,0,0,0,3,3,0,15,44,0,0,0,36,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,106,30,0,0,0,0,254,0,0,0,0,0,183,0,0,0,4,79,136,30,5,2,70,42,135,5,239,0,0,0,11,0,0,4,0,0,15,"label_exploit"
2,252,0,0,252,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,190,61,2,0,0,0,0,0,0,0,3,5,0,16,56,0,0,0,30,0,1,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,130,100,24,0,0,0,0,254,0,0,0,0,0,179,0,0,0,4,85,126,32,7,1,74,44,127,8,245,0,0,3,4,0,0,2,0,0,9,"label_exploit"
1,253,0,1,253,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,200,53,1,0,0,0,0,0,0,0,6,2,0,14,44,0,0,0,21,0,0,0,0,0,8,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,120,105,29,0,0,0,0,254,0,0,0,0,0,191,0,0,0,2,89,121,36,6,1,76,52,118,7,229,0,0,1,7,13,1,3,0,0,25,"label_fuzzer"
1,253,0,1,253,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,200,53,1,0,0,0,0,0,0,0,5,3,0,10,38,0,0,0,27,0,1,0,0,0,3,0,0,0,16,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,119,104,31,0,0,0,0,254,0,0,0,0,0,192,0,0,0,2,95,119,30,8,1,69,62,113,9,232,0,1,0,6,10,0,5,0,0,22,"label_fuzzer"
0,254,0,0,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192,62,0,0,0,0,0,0,0,0,7,6,0,7,40,0,0,0,21,0,0,0,0,2,8,0,0,0,7,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,120,110,24,0,0,0,0,254,0,0,0,0,0,181,0,0,0,11,93,106,36,8,0,72,67,107,8,228,0,1,1,6,17,1,0,0,0,26,"label_fuzzer"
3,251,0,3,251,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,176,75,3,0,0,0,0,0,0,0,8,4,0,12,45,0,0,0,28,0,1,0,0,0,3,0,0,0,6,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,133,97,24,0,0,0,0,254,0,0,0,0,0,176,0,0,0,19,92,98,36,9,2,70,66,105,11,223,0,0,1,6,20,0,4,0,0,31,"label_fuzzer"
0,254,0,0,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181,73,0,0,0,0,0,0,0,0,3,1,0,10,33,0,0,0,13,0,0,0,0,0,8,0,0,0,16,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,122,105,27,0,0,0,0,254,0,0,0,0,0,172,0,0,0,31,75,103,39,6,1,79,59,105,10,205,0,0,2,2,40,1,3,1,0,49,"label_fuzzer"
3,251,0,1,251,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,178,74,2,0,0,0,0,0,0,0,3,1,0,11,46,0,0,0,23,0,1,0,0,0,7,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,140,83,31,0,0,0,0,254,0,0,0,0,0,152,0,0,0,37,83,103,24,7,0,83,64,99,8,239,0,0,1,6,4,0,3,1,0,15,"label_exploit"
1,253,0,1,253,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,186,67,1,0,0,0,0,0,0,0,2,4,0,6,45,0,0,0,37,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,115,109,30,0,0,0,0,254,0,0,0,0,0,181,0,0,0,5,78,125,37,9,2,71,41,130,10,244,0,1,2,4,0,0,2,1,0,10,"label_exploit"
1,253,0,1,253,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,191,60,1,0,0,0,0,0,0,0,7,4,0,10,45,0,0,0,27,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,112,27,0,0,0,0,254,0,0,0,0,0,182,0,0,0,1,90,116,43,4,1,69,61,118,5,243,0,0,1,7,2,0,1,0,0,11,"label_exploit"
1,253,0,1,253,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,198,55,1,0,0,0,0,0,0,0,6,2,0,12,39,0,0,0,25,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,115,30,0,0,0,0,254,0,0,0,0,0,180,0,0,0,2,83,133,31,5,0,76,54,117,7,240,0,0,0,9,0,2,2,1,0,14,"label_exploit"
3,251,0,3,251,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,186,65,3,0,0,0,0,0,0,0,8,5,0,10,45,0,0,0,34,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,108,25,0,0,0,0,254,0,0,0,0,0,186,0,0,0,5,86,126,36,1,2,65,68,117,2,242,0,0,2,6,0,1,3,0,0,12,"label_exploit"
2,252,0,0,252,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,179,73,2,0,0,0,0,0,0,0,0,3,0,10,42,0,0,0,24,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,112,33,0,0,0,0,254,0,0,0,0,0,178,0,0,0,3,82,128,39,2,1,76,43,131,3,240,0,1,2,6,0,0,2,3,0,14,"label_exploit"
0,254,0,0,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193,61,0,0,0,0,0,0,0,0,4,5,0,12,46,0,0,0,26,0,2,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,118,107,29,0,0,0,0,254,0,0,0,0,0,185,0,0,0,1,84,116,41,12,0,71,46,124,13,241,0,0,0,8,0,0,4,0,1,13,"label_exploit"
1,253,0,1,253,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,192,61,1,0,0,0,0,0,0,0,8,6,0,14,47,0,0,0,28,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,125,111,18,0,0,0,0,254,0,0,0,0,0,187,0,0,0,1,87,106,55,5,1,68,59,109,17,242,0,0,0,9,0,0,2,1,0,12,"label_exploit"
0,254,0,0,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,74,0,0,0,0,0,0,0,0,1,5,0,16,42,0,0,0,26,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,108,116,30,0,0,0,0,254,0,0,0,0,0,191,0,0,0,1,72,149,28,4,0,64,54,118,18,241,0,0,1,8,0,1,3,0,0,13,"label_exploit"
3,251,0,3,251,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,195,56,3,0,0,0,0,0,0,0,5,3,0,11,47,0,0,0,30,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,122,106,26,0,0,0,0,254,0,0,0,0,0,179,0,0,0,3,86,137,24,4,2,74,53,109,16,239,0,0,3,10,0,0,2,0,0,15,"label_exploit"
1,253,0,0,253,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,175,78,1,0,0,0,0,0,0,0,3,4,0,7,32,0,0,0,18,0,0,0,0,0,7,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,108,113,33,0,0,0,0,254,0,0,0,0,0,198,0,0,0,3,78,142,26,5,0,58,70,110,16,222,0,0,2,2,22,1,4,1,0,32,"label_fuzzer"
2,252,0,1,252,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,179,73,2,0,0,0,0,0,0,0,5,1,0,12,44,0,0,0,26,0,1,0,0,0,9,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,125,106,23,0,0,0,0,254,0,0,0,0,0,190,0,0,0,2,87,130,31,4,0,66,63,105,20,229,0,0,3,3,14,0,4,1,0,25,"label_fuzzer"
1,253,0,1,253,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,175,70,1,0,0,0,0,0,0,0,5,4,0,10,49,8,0,0,30,0,0,0,0,0,5,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,133,98,23,0,0,0,0,254,0,0,0,0,0,180,0,0,0,8,95,111,32,8,1,75,57,93,28,222,0,0,4,9,10,6,3,0,0,32,"label_fuzzer"
0,254,0,0,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182,72,0,0,0,0,0,0,0,0,1,3,0,13,50,0,0,0,29,0,0,0,0,0,8,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,132,98,24,0,0,0,0,254,0,0,0,0,0,192,0,0,0,0,86,141,21,6,0,62,63,113,16,231,0,0,0,5,17,0,1,0,0,23,"label_fuzzer"
3,251,0,3,251,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,193,58,3,0,0,0,0,0,0,0,6,5,0,9,45,0,0,0,31,0,0,0,0,0,4,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,124,98,32,0,0,0,0,254,0,0,0,0,0,187,0,0,0,3,92,121,30,8,3,65,67,95,24,236,0,1,2,6,9,0,0,0,0,18,"label_fuzzer"
